date,deposits,withdrawls,withdrawls
3-Nov-24,444.45,682.93,5135.74
3-Nov-24,497.73,881.53,4751.94
3-Nov-24,814.62,323.67,5242.89
4-Nov-24,301.68,946.31,4598.26
4-Nov-24,306.56,914.8,3990.02
4-Nov-24,631.99,303.9,4318.11
5-Nov-24,87.58,836.34,3569.35
5-Nov-24,586.55,306.76,3849.14
5-Nov-24,459.03,133.96,4174.21
6-Nov-24,556.64,653.88,4076.97
6-Nov-24,206.04,751.31,3531.7
6-Nov-24,462.76,158.59,3835.87
7-Nov-24,103.31,509.23,3429.95
7-Nov-24,831.3,187.46,4073.79
7-Nov-24,313.28,797.25,3589.82
8-Nov-24,85.75,568.26,3107.31
8-Nov-24,25.34,49.61,3083.04
8-Nov-24,986.76,25.12,4044.68
9-Nov-24,177.01,501.18,3720.51
9-Nov-24,289.26,860.94,3148.83
9-Nov-24,255.67,218.95,3185.55
10-Nov-24,452.33,900.96,2736.92
10-Nov-24,474.82,127.17,3084.57
10-Nov-24,462.21,499.07,3047.71
11-Nov-24,56.25,624.86,2479.1
11-Nov-24,739.13,446.53,2771.7
11-Nov-24,488.2,301.52,2958.38
12-Nov-24,904.65,827.07,3035.96
12-Nov-24,352.45,719.14,2669.27
12-Nov-24,614.11,678.13,2605.25
13-Nov-24,97.92,422.19,2280.98
13-Nov-24,601.94,76.37,2806.55
13-Nov-24,842.07,709.8,2938.82
14-Nov-24,575.2,64.98,3449.04
14-Nov-24,141.15,677.09,2913.1
14-Nov-24,245.61,572.71,2586
15-Nov-24,75.26,818.49,1842.77
15-Nov-24,717.64,386.08,2174.33
15-Nov-24,369.93,506.98,2037.28
16-Nov-24,960.79,875.22,2122.85
16-Nov-24,113.58,383.05,1853.38
16-Nov-24,169.91,17.61,2005.68
17-Nov-24,927.78,246.79,2686.67
17-Nov-24,924.24,429.16,3181.75
17-Nov-24,593.62,351.33,3424.04
18-Nov-24,324.58,510.94,3237.68
18-Nov-24,845.52,755.02,3328.18
18-Nov-24,634.91,811.07,3152.02
19-Nov-24,925.25,638.64,3438.63
19-Nov-24,8.2,530.56,2916.27
19-Nov-24,716.58,144.48,3488.37
20-Nov-24,207.58,556.09,3139.86
20-Nov-24,689.32,463.99,3365.19
20-Nov-24,397.05,79.02,3683.22
21-Nov-24,771.46,528,3926.68
21-Nov-24,973.33,460.52,4439.49
21-Nov-24,622.32,646.25,4415.56
22-Nov-24,989.17,399.01,5005.72
22-Nov-24,507.29,719.84,4793.17
22-Nov-24,426.15,798.11,4421.21
23-Nov-24,200.77,401,4220.98
23-Nov-24,190.36,424.94,3986.4
23-Nov-24,188.1,137.66,4036.84
24-Nov-24,992.11,210.24,4818.71
24-Nov-24,392.25,727.33,4483.63
24-Nov-24,168.4,24.7,4627.33
25-Nov-24,659.23,384.14,4902.42
25-Nov-24,864.38,843.29,4923.51
25-Nov-24,55.08,316.54,4662.05
26-Nov-24,569.11,274.77,4956.39
26-Nov-24,805.12,546,5215.51
26-Nov-24,541.72,145.44,5611.79
27-Nov-24,930.3,932.25,5609.84
27-Nov-24,413.67,445.16,5578.35
27-Nov-24,968.55,895.26,5651.64
28-Nov-24,743.41,174.96,6220.09
28-Nov-24,606.09,112.67,6713.51
28-Nov-24,557.45,725.97,6544.99
29-Nov-24,239.11,674.56,6109.54
29-Nov-24,115.32,486.25,5738.61
29-Nov-24,962.41,439.1,6261.92
30-Nov-24,612.74,601.17,6273.49
30-Nov-24,836.55,816.44,6293.6
30-Nov-24,910.73,324.57,6879.76
1-Dec-24,225.22,307.67,6797.31
1-Dec-24,97.2,434.98,6459.53
1-Dec-24,461.43,153.27,6767.69
2-Dec-24,534.1,598.32,6703.47
2-Dec-24,687.59,39.36,7351.7
2-Dec-24,249.5,83.27,7517.93
3-Dec-24,789.17,421.92,7885.18
3-Dec-24,453.69,699.02,7639.85
3-Dec-24,869.37,519.09,7990.13
4-Dec-24,533.29,746.59,7776.83
4-Dec-24,200.52,76.93,7900.42
4-Dec-24,529.38,64.81,8364.99
5-Dec-24,976.99,283.08,9058.9
5-Dec-24,977.15,764.63,9271.42
5-Dec-24,284.48,148.11,9407.79
6-Dec-24,464.48,848.46,9023.81
6-Dec-24,952.99,610.12,9366.68
6-Dec-24,512.79,977.77,8901.7
7-Dec-24,530.82,383.08,9049.44
7-Dec-24,134.75,752.18,8432.01
7-Dec-24,296.9,519.95,8208.96
8-Dec-24,329.7,430.62,8108.04
8-Dec-24,262.3,606.55,7763.79
8-Dec-24,409.12,395.6,7777.31
9-Dec-24,489.8,665.99,7601.12
9-Dec-24,483.77,613.25,7471.64
9-Dec-24,682.26,94.65,8059.25
10-Dec-24,895.02,492.35,8461.92
10-Dec-24,195.29,52.67,8604.54
10-Dec-24,824.99,655.25,8774.28
11-Dec-24,101.75,236.2,8639.83
11-Dec-24,244.69,97.88,8786.64
11-Dec-24,477.9,909.48,8355.06
12-Dec-24,992.55,494.35,8853.26
12-Dec-24,213.72,122.13,8944.85
12-Dec-24,525.84,811.78,8658.91
13-Dec-24,658.05,333.1,8983.86
13-Dec-24,794.83,966.21,8812.48
13-Dec-24,969.77,428.01,9354.24
14-Dec-24,911.58,515.28,9750.54
14-Dec-24,869.34,720.24,9899.64
14-Dec-24,806.78,327.15,10379.27
15-Dec-24,180.93,865.31,9694.89
15-Dec-24,197.52,559.02,9333.39
15-Dec-24,399.02,95.12,9637.29
16-Dec-24,673.6,890.2,9420.69
16-Dec-24,355.97,588.14,9188.52
16-Dec-24,752.87,853.95,9087.44
17-Dec-24,270.27,910.93,8446.78
17-Dec-24,197.64,609.23,8035.19
17-Dec-24,969.92,348.13,8656.98
18-Dec-24,679.47,172.2,9164.25
18-Dec-24,665.04,348.4,9480.89
18-Dec-24,878.95,270.03,10089.81
19-Dec-24,83.36,303.54,9869.63
19-Dec-24,2.59,992.09,8880.13
19-Dec-24,420.98,661.22,8639.89
20-Dec-24,366.68,733.22,8273.35
20-Dec-24,116.25,735.35,7654.25
20-Dec-24,652.4,576.7,7729.95
21-Dec-24,571.41,100.95,8200.41
21-Dec-24,55.09,886.26,7369.24
21-Dec-24,853.08,840.49,7381.83
22-Dec-24,313.85,580.53,7115.15
22-Dec-24,388.67,605.34,6898.48
22-Dec-24,75.37,474.7,6499.15
23-Dec-24,598.85,996.19,6101.81
23-Dec-24,298.25,464.34,5935.72
23-Dec-24,548.18,773.42,5710.48
24-Dec-24,948.1,282.25,6376.33
24-Dec-24,859.19,363.13,6872.39
24-Dec-24,261.11,527.92,6605.58
25-Dec-24,807.12,69.82,7342.88
25-Dec-24,620.21,101.71,7861.38
25-Dec-24,778.09,969.12,7670.35
26-Dec-24,799.22,359.24,8110.33
26-Dec-24,423.55,77.71,8456.17
26-Dec-24,871.97,244.31,9083.83
27-Dec-24,507.89,825.7,8766.02
27-Dec-24,665.96,672.16,8759.82
27-Dec-24,512.29,139.75,9132.36
28-Dec-24,719.51,424.1,9427.77
28-Dec-24,762.05,825.25,9364.57
28-Dec-24,733.71,412.29,9685.99
29-Dec-24,211.57,850.41,9047.15
29-Dec-24,77.33,191.29,8933.19
29-Dec-24,355.65,629.99,8658.85
30-Dec-24,33.06,609.99,8081.92
30-Dec-24,956.54,219.97,8818.49
30-Dec-24,39.85,550.9,8307.44
31-Dec-24,719.68,41.18,8985.94
31-Dec-24,40.5,462.48,8563.96
31-Dec-24,240.7,106.43,8698.23
1-Jan-25,757.19,470.95,8984.47
1-Jan-25,668.9,619.44,9033.93
1-Jan-25,960.22,191.75,9802.4
2-Jan-25,226.07,989.51,9038.96
2-Jan-25,37.01,377.64,8698.33
2-Jan-25,355.02,494.42,8558.93
3-Jan-25,426.43,396.79,8588.57
3-Jan-25,182.26,97.87,8672.96
3-Jan-25,272.06,775.38,8169.64
4-Jan-25,600.38,193.15,8576.87
4-Jan-25,269.03,750.88,8095.02
4-Jan-25,27.86,630.35,7492.53
5-Jan-25,387.91,856.81,7023.63
5-Jan-25,647.28,575.42,7095.49
5-Jan-25,903.65,283.5,7715.64
6-Jan-25,604.77,829.63,7490.78
6-Jan-25,943.92,708.61,7726.09
6-Jan-25,59.31,450.18,7335.22
7-Jan-25,684.65,21.98,7997.89
7-Jan-25,636.64,100.71,8533.82
7-Jan-25,161.66,271.56,8423.92
8-Jan-25,20.62,891.18,7553.36
8-Jan-25,703.04,490.19,7766.21
8-Jan-25,275.62,395.86,7645.97
9-Jan-25,308.57,96.46,7858.08
9-Jan-25,245.49,284.38,7819.19
9-Jan-25,614.8,327,8106.99
10-Jan-25,448.74,165.72,8390.01
10-Jan-25,594.24,231.83,8752.42
10-Jan-25,707.84,753.99,8706.27
11-Jan-25,389.48,308.06,8787.69
11-Jan-25,966.2,443.96,9309.93
11-Jan-25,834.23,342.35,9801.81
12-Jan-25,227.26,64.78,9964.29
12-Jan-25,689.1,122.23,10531.16
12-Jan-25,84.91,94.92,10521.15
13-Jan-25,745.88,636.4,10630.63
13-Jan-25,79.81,143.15,10567.29
13-Jan-25,831.13,77.85,11320.57
14-Jan-25,707.47,638.37,11389.67
14-Jan-25,348.09,520.23,11217.53
14-Jan-25,264.93,513.65,10968.81
15-Jan-25,92.58,198.04,10863.35
15-Jan-25,903.74,817.61,10949.48
15-Jan-25,697.75,350.76,11296.47
16-Jan-25,684.55,489.31,11491.71
16-Jan-25,288.4,505.52,11274.59
16-Jan-25,266.37,35.12,11505.84
17-Jan-25,693.67,728.6,11470.91
17-Jan-25,436.42,190.01,11717.32
17-Jan-25,504.63,397.72,11824.23
18-Jan-25,654.86,190.45,12288.64
18-Jan-25,740.71,228.11,12801.24
18-Jan-25,712.25,625,12888.49
19-Jan-25,332.21,649.39,12571.31
19-Jan-25,250.13,293.86,12527.58
19-Jan-25,108.06,175.22,12460.42
20-Jan-25,646.14,707.69,12398.87
20-Jan-25,858.92,29.04,13228.75
20-Jan-25,974.64,713.17,13490.22
21-Jan-25,262.2,558.24,13194.18
21-Jan-25,615.7,941.59,12868.29
21-Jan-25,54.33,812.78,12109.84
22-Jan-25,521.57,302.77,12328.64
22-Jan-25,632.47,680.22,12280.89
22-Jan-25,625.81,737.85,12168.85
23-Jan-25,91.82,899.42,11361.25
23-Jan-25,248.59,168.17,11441.67
23-Jan-25,135.39,115.16,11461.9
24-Jan-25,711.23,608.86,11564.27
24-Jan-25,226.26,318.98,11471.55
24-Jan-25,881.11,505.78,11846.88
25-Jan-25,134.29,751.68,11229.49
25-Jan-25,430.21,78.23,11581.47
25-Jan-25,51.54,997.99,10635.02
26-Jan-25,871.09,40.89,11465.22
26-Jan-25,165.02,945.08,10685.16
26-Jan-25,266.47,951.83,9999.8
27-Jan-25,748.48,691.83,10056.45
27-Jan-25,147.53,683.36,9520.62
27-Jan-25,150.67,137.8,9533.49
28-Jan-25,216.45,652.58,9097.36
28-Jan-25,420.45,362.61,9155.2
28-Jan-25,635.78,909.32,8881.66
29-Jan-25,337.99,330,8889.65
29-Jan-25,380.09,741.16,8528.58
29-Jan-25,114.8,433.69,8209.69
30-Jan-25,166.15,585.29,7790.55
30-Jan-25,11.92,560.25,7242.22
30-Jan-25,203.69,70.57,7375.34
31-Jan-25,9.44,985.51,6399.27
31-Jan-25,909.03,328.02,6980.28
31-Jan-25,490.65,53.57,7417.36
1-Feb-25,982.88,372.57,8027.67
1-Feb-25,639.24,676.91,7990
1-Feb-25,738.93,120.99,8607.94
2-Feb-25,29.17,896.83,7740.28
2-Feb-25,359.54,330.72,7769.1
2-Feb-25,69.71,42.43,7796.38
3-Feb-25,682.7,85.23,8393.85
3-Feb-25,143,409.65,8127.2
3-Feb-25,725.41,707.32,8145.29
4-Feb-25,35.02,481.52,7698.79
4-Feb-25,502.77,576.04,7625.52
4-Feb-25,816.67,490.78,7951.41
5-Feb-25,162.59,426.49,7687.51
5-Feb-25,557.76,261.77,7983.5
5-Feb-25,108.56,798.88,7293.18
6-Feb-25,100.17,132.16,7261.19
6-Feb-25,615.11,43.69,7832.61
6-Feb-25,69.34,829.82,7072.13
7-Feb-25,471.21,355.94,7187.4
7-Feb-25,576.47,619.16,7144.71
7-Feb-25,389.19,444.16,7089.74
8-Feb-25,976.96,786.54,7280.16
8-Feb-25,465.98,205.86,7540.28
8-Feb-25,727.13,477.95,7789.46
9-Feb-25,279.9,784.44,7284.92
9-Feb-25,712.29,427.14,7570.07
9-Feb-25,517.74,547.24,7540.57
10-Feb-25,694,540.82,7693.75
10-Feb-25,185.81,339.99,7539.57
10-Feb-25,633.88,728.21,7445.24
11-Feb-25,868.34,220.73,8092.85
11-Feb-25,243.33,383.79,7952.39
11-Feb-25,760.09,733.95,7978.53
12-Feb-25,183.42,396.6,7765.35
12-Feb-25,126.06,709.89,7181.52
12-Feb-25,456.35,275.32,7362.55
13-Feb-25,179.27,218.44,7323.38
13-Feb-25,241.64,419.84,7145.18
13-Feb-25,370.24,257.39,7258.03
14-Feb-25,658.71,187.62,7729.12
14-Feb-25,619.7,342.38,8006.44
14-Feb-25,902.02,961.04,7947.42
15-Feb-25,288.38,754.84,7480.96
15-Feb-25,158.6,149.54,7490.02
15-Feb-25,521.38,239.6,7771.8
16-Feb-25,570.64,913.18,7429.26
16-Feb-25,683.45,696.62,7416.09
16-Feb-25,868.82,788.58,7496.33
17-Feb-25,663.08,616.74,7542.67
17-Feb-25,197.34,998.4,6741.61
17-Feb-25,214.1,918.68,6037.03
18-Feb-25,814.62,323.67,6527.98
18-Feb-25,301.68,946.31,5883.35
18-Feb-25,306.56,914.8,5275.11
19-Feb-25,631.99,303.9,5603.2
19-Feb-25,87.58,836.34,4854.44
19-Feb-25,586.55,306.76,5134.23
20-Feb-25,459.03,133.96,5459.3
20-Feb-25,556.64,653.88,5362.06
20-Feb-25,206.04,751.31,4816.79
21-Feb-25,462.76,158.59,5120.96
21-Feb-25,103.31,509.23,4715.04
21-Feb-25,831.3,187.46,5358.88
22-Feb-25,313.28,797.25,4874.91
22-Feb-25,85.75,568.26,4392.4
22-Feb-25,25.34,49.61,4368.13
23-Feb-25,986.76,25.12,5329.77
23-Feb-25,177.01,501.18,5005.6
23-Feb-25,289.26,860.94,4433.92
24-Feb-25,255.67,218.95,4470.64
24-Feb-25,452.33,900.96,4022.01
24-Feb-25,474.82,127.17,4369.66
25-Feb-25,462.21,499.07,4332.8
25-Feb-25,56.25,624.86,3764.19
25-Feb-25,739.13,446.53,4056.79
26-Feb-25,488.2,301.52,4243.47
26-Feb-25,904.65,827.07,4321.05
26-Feb-25,352.45,719.14,3954.36
27-Feb-25,614.11,678.13,3890.34
27-Feb-25,97.92,422.19,3566.07
27-Feb-25,601.94,76.37,4091.64
28-Feb-25,842.07,709.8,4223.91
28-Feb-25,575.2,64.98,4734.13
28-Feb-25,141.15,677.09,4198.19
1-Mar-25,245.61,572.71,3871.09
1-Mar-25,75.26,818.49,3127.86
1-Mar-25,717.64,386.08,3459.42
2-Mar-25,369.93,506.98,3322.37
2-Mar-25,960.79,875.22,3407.94
2-Mar-25,113.58,383.05,3138.47
3-Mar-25,169.91,17.61,3290.77
3-Mar-25,927.78,246.79,3971.76
3-Mar-25,924.24,429.16,4466.84
4-Mar-25,593.62,351.33,4709.13
4-Mar-25,324.58,510.94,4522.77
4-Mar-25,845.52,755.02,4613.27
5-Mar-25,634.91,811.07,4437.11
5-Mar-25,925.25,638.64,4723.72
5-Mar-25,8.2,530.56,4201.36
6-Mar-25,716.58,144.48,4773.46
6-Mar-25,207.58,556.09,4424.95
6-Mar-25,689.32,463.99,4650.28
7-Mar-25,397.05,79.02,4968.31
7-Mar-25,771.46,528,5211.77
7-Mar-25,973.33,460.52,5724.58
8-Mar-25,622.32,646.25,5700.65
8-Mar-25,989.17,399.01,6290.81
8-Mar-25,507.29,719.84,6078.26
9-Mar-25,426.15,798.11,5706.3
9-Mar-25,200.77,401,5506.07
9-Mar-25,190.36,424.94,5271.49
10-Mar-25,188.1,137.66,5321.93
10-Mar-25,992.11,210.24,6103.8
10-Mar-25,392.25,727.33,5768.72
11-Mar-25,168.4,24.7,5912.42
11-Mar-25,659.23,384.14,6187.51
11-Mar-25,864.38,843.29,6208.6
12-Mar-25,55.08,316.54,5947.14
12-Mar-25,569.11,274.77,6241.48
12-Mar-25,805.12,546,6500.6
13-Mar-25,541.72,145.44,6896.88
13-Mar-25,930.3,932.25,6894.93
13-Mar-25,413.67,445.16,6863.44
14-Mar-25,968.55,895.26,6936.73
14-Mar-25,743.41,174.96,7505.18
14-Mar-25,606.09,112.67,7998.6
15-Mar-25,557.45,725.97,7830.08
15-Mar-25,239.11,674.56,7394.63
15-Mar-25,115.32,486.25,7023.7
16-Mar-25,962.41,439.1,7547.01
16-Mar-25,612.74,601.17,7558.58
16-Mar-25,836.55,816.44,7578.69
17-Mar-25,910.73,324.57,8164.85
17-Mar-25,225.22,307.67,8082.4
17-Mar-25,97.2,434.98,7744.62
18-Mar-25,461.43,153.27,8052.78
18-Mar-25,534.1,598.32,7988.56
18-Mar-25,687.59,39.36,8636.79
19-Mar-25,249.5,83.27,8803.02
19-Mar-25,789.17,421.92,9170.27
19-Mar-25,453.69,699.02,8924.94
20-Mar-25,869.37,519.09,9275.22
20-Mar-25,533.29,746.59,9061.92
20-Mar-25,200.52,76.93,9185.51
21-Mar-25,529.38,64.81,9650.08
21-Mar-25,976.99,283.08,10343.99
21-Mar-25,977.15,764.63,10556.51
22-Mar-25,284.48,148.11,10692.88
22-Mar-25,464.48,848.46,10308.9
22-Mar-25,952.99,610.12,10651.77
23-Mar-25,512.79,977.77,10186.79
23-Mar-25,530.82,383.08,10334.53
23-Mar-25,134.75,752.18,9717.1
